"Safra";"COD_PROD";"Local";"Cod_Estacao_Met";"Altitude";"Terras";"Ambiente";"Cultivar";"Cultura_Ant";"Epoca_de_semeadura";"N_base";"P_base";"K_base";"Produtividade";"GMR";"N_Plantas";"Espacamento";"Area_colhida";"Populacao";"Temperatura_Max";"Precipitacao_Total";"Umidade_Med";"Radiacao_Med";"PH";"ARGILA";"P.mg.L.";"K.mg.L.";"M.O....";"CTC.PH7";"SATURACAO.DE.BASE...";"SATURACAO.Al...";"Latitude";"Longitude"
"2021/2022";"SR227";"SANTA ROSA";"A810";227;"ALTAS";"SEQUEIRO";"TMG 7063 IPRO";"trigo";"2021-09-16";8;92;92;495,3;6,3;92,5;0,45;2,7;34,2592592592593;25,8070496453901;503,2;58,8320141843972;31433,4205886525;5,6;79;95,9;636;4;14,6;76,1;0;-27,88;-54,49
"2021/2022";"SR227";"SANTA ROSA";"A810";227;"ALTAS";"SEQUEIRO";"TMG 7063 IPRO";"trigo";"2021-10-05";8;92;92;977,025;6,3;52,5;0,45;2,7;19,4444444444444;26,8498794326241;466,2;54,8949361702128;35151,6734751773;5,6;79;95,9;636;4;14,6;76,1;0;-27,88;-54,49
"2021/2022";"SR227";"SANTA ROSA";"A810";227;"ALTAS";"SEQUEIRO";"TMG 7063 IPRO";"trigo";"2021-10-22";8;92;92;815,775;6,3;52,75;0,45;2,7;19,537037037037;28,1011489361702;341,7;52,9325531914894;38592,5657092199;5,6;79;95,9;636;4;14,6;76,1;0;-27,88;-54,49
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"BMX COMPACTA IPRO";"aveia";"2021-10-22";6;69;69;1579,87228607918;6,5;65,75;0,45;2,7;24,3518518518519;24,7605744680851;441,5;70,8915602836879;23470,7788014184;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"BMX COMPACTA IPRO";"aveia";"2021-11-05";6;69;69;3321,89868028948;6,5;46;0,45;2,7;17,037037037037;24,5976312056738;421;72,0000141843972;22693,3909361702;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"BMX COMPACTA IPRO";"aveia";"2021-11-24";6;69;69;2809,15921668795;6,5;55,25;0,45;2,7;20,462962962963;24,2703687943262;593,6;74,3828510638298;21407,1483900709;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"BMX CROMO TF IPRO";"aveia";"2021-10-22";6;69;69;1561,95189442316;5,6;77;0,45;2,7;28,5185185185185;24,7605744680851;441,5;70,8915602836879;23470,7788014184;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"BMX CROMO TF IPRO";"aveia";"2021-11-05";6;69;69;1653,24712643678;5,6;51,75;0,45;2,7;19,1666666666667;24,5976312056738;421;72,0000141843972;22693,3909361702;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"BMX CROMO TF IPRO";"aveia";"2021-11-24";6;69;69;3521,03022562793;5,6;72;0,45;2,7;26,6666666666667;24,2703687943262;593,6;74,3828510638298;21407,1483900709;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"BMX RAIO IPRO";"aveia";"2021-10-22";6;69;69;2091,89442315879;5;NA;0,45;2,7;23,3333333333333;24,7605744680851;441,5;70,8915602836879;23470,7788014184;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"BMX RAIO IPRO";"aveia";"2021-11-05";6;69;69;1655,5417198808;5;72,75;0,45;2,7;26,9444444444444;24,5976312056738;421;72,0000141843972;22693,3909361702;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"BMX RAIO IPRO";"aveia";"2021-11-24";6;69;69;2950,84716900809;5;72,5;0,45;2,7;26,8518518518518;24,2703687943262;593,6;74,3828510638298;21407,1483900709;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"BMX VENUS CE";"aveia";"2021-10-22";6;69;69;1473,9165602384;5,7;76,75;0,45;2,7;28,4259259259259;24,7605744680851;441,5;70,8915602836879;23470,7788014184;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"BMX VENUS CE";"aveia";"2021-11-05";6;69;69;1559,65304384845;5,7;40,5;0,45;2,7;15;24,5976312056738;421;72,0000141843972;22693,3909361702;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"BMX VENUS CE";"aveia";"2021-11-24";6;69;69;2729,10174542358;5,7;62,75;0,45;2,7;23,2407407407407;24,2703687943262;593,6;74,3828510638298;21407,1483900709;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"BMX ZEUS IPRO";"aveia";"2021-10-22";6;69;69;1774,31673052363;5,5;60,5;0,45;2,7;22,4074074074074;24,7605744680851;441,5;70,8915602836879;23470,7788014184;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"BMX ZEUS IPRO";"aveia";"2021-11-05";6;69;69;1871,58258833546;5,5;34,25;0,45;2,7;12,6851851851852;24,5976312056738;421;72,0000141843972;22693,3909361702;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"BMX ZEUS IPRO";"aveia";"2021-11-24";6;69;69;2985,55555555556;5,5;84;0,45;2,7;31,1111111111111;24,2703687943262;593,6;74,3828510638298;21407,1483900709;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"C 2534 E";"aveia";"2021-10-22";6;69;69;1608,69518944232;5,3;77,5;0,45;2,7;28,7037037037037;24,7605744680851;441,5;70,8915602836879;23470,7788014184;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"C 2534 E";"aveia";"2021-11-05";6;69;69;1345,04682843763;5,3;67,75;0,45;2,7;25,0925925925926;24,5976312056738;421;72,0000141843972;22693,3909361702;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"C 2534 E";"aveia";"2021-11-24";6;69;69;2961,22179650915;5,3;77;0,45;2,7;28,5185185185185;24,2703687943262;593,6;74,3828510638298;21407,1483900709;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"CZ 15B70 IPRO";"aveia";"2021-10-22";6;69;69;1278,54618986803;5,7;78,75;0,45;2,7;29,1666666666667;24,7605744680851;441,5;70,8915602836879;23470,7788014184;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"CZ 15B70 IPRO";"aveia";"2021-11-05";6;69;69;1707,85334184759;5,7;68;0,45;2,7;25,1851851851852;24,5976312056738;421;72,0000141843972;22693,3909361702;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"CZ 15B70 IPRO";"aveia";"2021-11-24";6;69;69;2658,90166028097;5,7;78;0,45;2,7;28,8888888888889;24,2703687943262;593,6;74,3828510638298;21407,1483900709;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"DM 57I52 IPRO";"aveia";"2021-10-22";6;69;69;1448,83354618987;5,7;71;0,45;2,7;26,2962962962963;24,7605744680851;441,5;70,8915602836879;23470,7788014184;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"DM 5958 IPRO";"aveia";"2021-10-22";6;69;69;1587,92784163474;5,8;74;0,45;2,7;27,4074074074074;24,7605744680851;441,5;70,8915602836879;23470,7788014184;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"DM 5958 IPRO";"aveia";"2021-11-05";6;69;69;2585,27884206045;5,8;63,75;0,45;2,7;23,6111111111111;24,5976312056738;421;72,0000141843972;22693,3909361702;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"DM 5958 IPRO";"aveia";"2021-11-24";6;69;69;2792,447850149;5,8;76;0,45;2,7;28,1481481481481;24,2703687943262;593,6;74,3828510638298;21407,1483900709;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"NEO 530 IPRO";"aveia";"2021-10-22";6;69;69;1613,47807577693;5,3;53,75;0,45;2,7;19,9074074074074;24,7605744680851;441,5;70,8915602836879;23470,7788014184;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"NEO 530 IPRO";"aveia";"2021-11-05";6;69;69;1380,20221370796;5,3;40,75;0,45;2,7;15,0925925925926;24,5976312056738;421;72,0000141843972;22693,3909361702;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"NEO 530 IPRO";"aveia";"2021-11-24";6;69;69;2745,24265644955;5,3;75;0,45;2,7;27,7777777777778;24,2703687943262;593,6;74,3828510638298;21407,1483900709;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"NEO 580 IPRO";"aveia";"2021-11-05";6;69;69;2264,62750106428;5,8;56,75;0,45;2,7;21,0185185185185;24,5976312056738;421;72,0000141843972;22693,3909361702;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"NEO 580 IPRO";"aveia";"2021-11-24";6;69;69;2231,27926777352;5,8;59,75;0,45;2,7;22,1296296296296;24,2703687943262;593,6;74,3828510638298;21407,1483900709;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"NEO 610 IPRO";"aveia";"2021-10-22";6;69;69;1320,9269902086;6,1;66,5;0,45;2,7;24,6296296296296;24,7605744680851;441,5;70,8915602836879;23470,7788014184;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"NEO 610 IPRO";"aveia";"2021-11-05";6;69;69;2891,00893997446;6,1;42,75;0,45;2,7;15,8333333333333;24,5976312056738;421;72,0000141843972;22693,3909361702;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"SS444";"SAO MARTINHO DA SERRA";"A803";444;"ALTAS";"SEQUEIRO";"NEO 610 IPRO";"aveia";"2021-11-24";6;69;69;2577,98637718178;6,1;69,25;0,45;2,7;25,6481481481481;24,2703687943262;593,6;74,3828510638298;21407,1483900709;5;43;9;36;2,6;14,8;48,1;5,1;-29,53;-53,85
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"AS 3595 I2X";"aveia e ervilhaca";"2021-10-21";5;57,5;57,5;2680,6;5,9;83;0,45;4,05;20,4938271604938;24,4788723404255;354;64,4515177304964;25032,1997092199;6,3;48;32,5;184;2,8;15,3;85,7;0;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"AS 3595 I2X";"aveia e ervilhaca";"2021-11-27";5;57,5;57,5;2584,5;5,9;NA;0,45;4,05;16,9135802469136;23,6912553191489;482,4;68,9893333333333;22819,7072978723;4,8;47;25,2;180;2,7;18,2;39,9;3,6;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"AS 3615 I2X";"aveia e ervilhaca";"2021-10-21";5;57,5;57,5;2601;6,1;85,25;0,45;4,05;21,0493827160494;24,4788723404255;354;64,4515177304964;25032,1997092199;6,3;48;32,5;184;2,8;15,3;85,7;0;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"AS 3615 I2X";"aveia e ervilhaca";"2021-11-27";5;57,5;57,5;2750,575;6,1;68,75;0,45;4,05;16,9753086419753;23,6912553191489;482,4;68,9893333333333;22819,7072978723;4,8;47;25,2;180;2,7;18,2;39,9;3,6;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"BMX ATIVA RR";"aveia e ervilhaca";"2021-10-21";5;57,5;57,5;1970,05;5,6;99;0,45;4,05;24,4444444444444;24,4788723404255;354;64,4515177304964;25032,1997092199;6,3;48;32,5;184;2,8;15,3;85,7;0;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"BMX ATIVA RR";"aveia e ervilhaca";"2021-11-27";5;57,5;57,5;2383,125;5,6;105,75;0,45;4,05;26,1111111111111;23,6912553191489;482,4;68,9893333333333;22819,7072978723;4,8;47;25,2;180;2,7;18,2;39,9;3,6;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"BMX COMPACTA IPRO";"aveia e ervilhaca";"2021-10-21";5;57,5;57,5;2829,975;6,5;90,75;0,45;4,05;22,4074074074074;24,4788723404255;354;64,4515177304964;25032,1997092199;6,3;48;32,5;184;2,8;15,3;85,7;0;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"BMX COMPACTA IPRO";"aveia e ervilhaca";"2021-11-27";5;57,5;57,5;2234,275;6,5;53;0,45;4,05;13,0864197530864;23,6912553191489;482,4;68,9893333333333;22819,7072978723;4,8;47;25,2;180;2,7;18,2;39,9;3,6;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"BMX CROMO TF IPRO";"aveia e ervilhaca";"2021-10-21";5;57,5;57,5;2284,125;5,6;108;0,45;4,05;26,6666666666667;24,4788723404255;354;64,4515177304964;25032,1997092199;6,3;48;32,5;184;2,8;15,3;85,7;0;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"BMX CROMO TF IPRO";"aveia e ervilhaca";"2021-11-27";5;57,5;57,5;1970,9;5,6;89,5;0,45;4,05;22,0987654320988;23,6912553191489;482,4;68,9893333333333;22819,7072978723;4,8;47;25,2;180;2,7;18,2;39,9;3,6;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"BMX DESAFIO RR";"aveia e ervilhaca";"2021-10-21";5;57,5;57,5;2589,175;7,4;95;0,45;4,05;23,4567901234568;24,4788723404255;354;64,4515177304964;25032,1997092199;6,3;48;32,5;184;2,8;15,3;85,7;0;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"BMX DESAFIO RR";"aveia e ervilhaca";"2021-11-27";5;57,5;57,5;3017,275;7,4;73,25;0,45;4,05;18,0864197530864;23,6912553191489;482,4;68,9893333333333;22819,7072978723;4,8;47;25,2;180;2,7;18,2;39,9;3,6;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"BMX ELITE IPRO";"aveia e ervilhaca";"2021-10-21";5;57,5;57,5;2540,725;5,5;92,5;0,45;4,05;22,8395061728395;24,4788723404255;354;64,4515177304964;25032,1997092199;6,3;48;32,5;184;2,8;15,3;85,7;0;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"BMX ELITE IPRO";"aveia e ervilhaca";"2021-11-27";5;57,5;57,5;2362,4;5,5;90,5;0,45;4,05;22,3456790123457;23,6912553191489;482,4;68,9893333333333;22819,7072978723;4,8;47;25,2;180;2,7;18,2;39,9;3,6;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"BMX FIBRA IPRO";"aveia e ervilhaca";"2021-10-21";5;57,5;57,5;2912,325;6,4;98;0,45;4,05;24,1975308641975;24,4788723404255;354;64,4515177304964;25032,1997092199;6,3;48;32,5;184;2,8;15,3;85,7;0;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"BMX FIBRA IPRO";"aveia e ervilhaca";"2021-11-27";5;57,5;57,5;2942,45;6,4;77;0,45;4,05;19,0123456790123;23,6912553191489;482,4;68,9893333333333;22819,7072978723;4,8;47;25,2;180;2,7;18,2;39,9;3,6;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"BMX LOTUS IPRO";"aveia e ervilhaca";"2021-10-21";5;57,5;57,5;2504,975;6,1;96;0,45;4,05;23,7037037037037;24,4788723404255;354;64,4515177304964;25032,1997092199;6,3;48;32,5;184;2,8;15,3;85,7;0;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"BMX LOTUS IPRO";"aveia e ervilhaca";"2021-11-27";5;57,5;57,5;2048,15;6,1;78,75;0,45;4,05;19,4444444444444;23,6912553191489;482,4;68,9893333333333;22819,7072978723;4,8;47;25,2;180;2,7;18,2;39,9;3,6;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"BMX NEXUS I2X";"aveia e ervilhaca";"2021-10-21";5;57,5;57,5;2802,475;6,4;93,5;0,45;4,05;23,0864197530864;24,4788723404255;354;64,4515177304964;25032,1997092199;6,3;48;32,5;184;2,8;15,3;85,7;0;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"BMX NEXUS I2X";"aveia e ervilhaca";"2021-11-27";5;57,5;57,5;2495,35;6,4;79,25;0,45;4,05;19,5679012345679;23,6912553191489;482,4;68,9893333333333;22819,7072978723;4,8;47;25,2;180;2,7;18,2;39,9;3,6;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"BMX RAIO IPRO";"aveia e ervilhaca";"2021-10-21";5;57,5;57,5;2149,95;5;75,75;0,45;4,05;18,7037037037037;24,4788723404255;354;64,4515177304964;25032,1997092199;6,3;48;32,5;184;2,8;15,3;85,7;0;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"BMX RAIO IPRO";"aveia e ervilhaca";"2021-11-27";5;57,5;57,5;1772,3;5;98,5;0,45;4,05;24,320987654321;23,6912553191489;482,4;68,9893333333333;22819,7072978723;4,8;47;25,2;180;2,7;18,2;39,9;3,6;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"BMX TORQUE I2X";"aveia e ervilhaca";"2021-10-21";5;57,5;57,5;2540,225;5,7;99,5;0,45;4,05;24,5679012345679;24,4788723404255;354;64,4515177304964;25032,1997092199;6,3;48;32,5;184;2,8;15,3;85,7;0;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"BMX TORQUE I2X";"aveia e ervilhaca";"2021-11-27";5;57,5;57,5;2689,1;5,7;103,75;0,45;4,05;25,6172839506173;23,6912553191489;482,4;68,9893333333333;22819,7072978723;4,8;47;25,2;180;2,7;18,2;39,9;3,6;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"BMX TROVAO I2X";"aveia e ervilhaca";"2021-10-21";5;57,5;57,5;2524,6;5,2;86,25;0,45;4,05;21,2962962962963;24,4788723404255;354;64,4515177304964;25032,1997092199;6,3;48;32,5;184;2,8;15,3;85,7;0;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"BMX TROVAO I2X";"aveia e ervilhaca";"2021-11-27";5;57,5;57,5;1628,4;5,2;60,5;0,45;4,05;14,9382716049383;23,6912553191489;482,4;68,9893333333333;22819,7072978723;4,8;47;25,2;180;2,7;18,2;39,9;3,6;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"BMX ZEUS IPRO";"aveia e ervilhaca";"2021-10-21";5;57,5;57,5;2334,325;5,5;108;0,45;4,05;26,6666666666667;24,4788723404255;354;64,4515177304964;25032,1997092199;6,3;48;32,5;184;2,8;15,3;85,7;0;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"BMX ZEUS IPRO";"aveia e ervilhaca";"2021-11-27";5;57,5;57,5;2019,25;5,5;98;0,45;4,05;24,1975308641975;23,6912553191489;482,4;68,9893333333333;22819,7072978723;4,8;47;25,2;180;2,7;18,2;39,9;3,6;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"BRS 5601 RR";"aveia e ervilhaca";"2021-10-21";5;57,5;57,5;2517,35;5,6;98;0,45;4,05;24,1975308641975;24,4788723404255;354;64,4515177304964;25032,1997092199;6,3;48;32,5;184;2,8;15,3;85,7;0;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"BRS 5601 RR";"aveia e ervilhaca";"2021-11-27";5;57,5;57,5;2227,575;5,6;108,75;0,45;4,05;26,8518518518519;23,6912553191489;482,4;68,9893333333333;22819,7072978723;4,8;47;25,2;180;2,7;18,2;39,9;3,6;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"DM 53I54 IPRO";"aveia e ervilhaca";"2021-10-21";5;57,5;57,5;2115,675;5,4;65;0,45;4,05;16,0493827160494;24,4788723404255;354;64,4515177304964;25032,1997092199;6,3;48;32,5;184;2,8;15,3;85,7;0;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"DM 53I54 IPRO";"aveia e ervilhaca";"2021-11-27";5;57,5;57,5;1790,525;5,4;66,75;0,45;4,05;16,4814814814815;23,6912553191489;482,4;68,9893333333333;22819,7072978723;4,8;47;25,2;180;2,7;18,2;39,9;3,6;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"DM 56I59 IPRO";"aveia e ervilhaca";"2021-10-21";5;57,5;57,5;2668,85;5,6;94,75;0,45;4,05;23,3950617283951;24,4788723404255;354;64,4515177304964;25032,1997092199;6,3;48;32,5;184;2,8;15,3;85,7;0;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"DM 56I59 IPRO";"aveia e ervilhaca";"2021-11-27";5;57,5;57,5;2058,175;5,6;89;0,45;4,05;21,9753086419753;23,6912553191489;482,4;68,9893333333333;22819,7072978723;4,8;47;25,2;180;2,7;18,2;39,9;3,6;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"DM 57I52 IPRO";"aveia e ervilhaca";"2021-10-21";5;57,5;57,5;2501,875;5,7;122,75;0,45;4,05;30,3086419753086;24,4788723404255;354;64,4515177304964;25032,1997092199;6,3;48;32,5;184;2,8;15,3;85,7;0;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"DM 57I52 IPRO";"aveia e ervilhaca";"2021-11-27";5;57,5;57,5;2624,875;5,7;92;0,45;4,05;22,7160493827161;23,6912553191489;482,4;68,9893333333333;22819,7072978723;4,8;47;25,2;180;2,7;18,2;39,9;3,6;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"DM 5958 IPRO";"aveia e ervilhaca";"2021-10-21";5;57,5;57,5;2494,8;5,8;111;0,45;4,05;27,4074074074074;24,4788723404255;354;64,4515177304964;25032,1997092199;6,3;48;32,5;184;2,8;15,3;85,7;0;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"DM 5958 IPRO";"aveia e ervilhaca";"2021-11-27";5;57,5;57,5;2700,525;5,8;94,5;0,45;4,05;23,3333333333333;23,6912553191489;482,4;68,9893333333333;22819,7072978723;4,8;47;25,2;180;2,7;18,2;39,9;3,6;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"DM 64I63 RSF IPRO";"aveia e ervilhaca";"2021-10-21";5;57,5;57,5;3043,9;6,4;97;0,45;4,05;23,9506172839506;24,4788723404255;354;64,4515177304964;25032,1997092199;6,3;48;32,5;184;2,8;15,3;85,7;0;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"DM 64I63 RSF IPRO";"aveia e ervilhaca";"2021-11-27";5;57,5;57,5;2635,525;6,4;NA;0,45;4,05;13,5802469135802;23,6912553191489;482,4;68,9893333333333;22819,7072978723;4,8;47;25,2;180;2,7;18,2;39,9;3,6;-29,08;-53,84
"2021/2022";"TA485";"TUPANCIRETA";"A886";462;"ALTAS";"IRRIGADO";"DM 66I68 IPRO";"aveia e ervilhaca";"2021-10-21";5;57,5;57,5;1868,675;6,6;90;0,45;4,05;22,2222222222222;24,4788723404255;354;64,4515177304964;25032,1997092199;6,3;48;32,5;184;2,8;15,3;85,7;0;-29,08;-53,84
