"Safra";"COD_PROD";"Local";"Cod_Estacao_Met";"Altitude";"Terras";"Ambiente";"Cultivar";"Cultura_Ant";"Epoca_de_semeadura";"N_base";"P_base";"K_base";"Produtividade";"GMR";"N_Plantas";"Espacamento";"Area_colhida";"Populacao";"Temperatura_Max";"Precipitacao_Total";"Umidade_Med";"Radiacao_Med";"PH";"ARGILA";"P.mg.L.";"K.mg.L.";"M.O....";"CTC.PH7";"SATURACAO.DE.BASE...";"SATURACAO.Al...";"Latitude";"Longitude"
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"AS 3595 I2X";"azevem";"2021-11-23";13,5;69;0;852,147190275;5,9;119,5;0,45;5,4;22,1296296296296;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"AS 3615 I2X";"azevem";"2021-11-23";13,5;69;0;714,523201375;6,1;112,5;0,45;5,4;20,8333333333333;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"BMX COMPACTA IPRO";"azevem";"2021-11-23";13,5;69;0;901,2228607;6,5;116,75;0,45;5,4;21,6203703703704;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"BMX CROMO TF IPRO";"azevem";"2021-11-23";13,5;69;0;910,495955825;5,6;65,75;0,45;5,4;12,1759259259259;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"BMX LOTUS IPRO";"azevem";"2021-11-23";13,5;69;0;788,06566625;6,1;99;0,45;5,4;18,3333333333333;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"BMX TORQUE I2X";"azevem";"2021-11-23";13,5;69;0;667,296722025;5,7;106,5;0,45;5,4;19,7222222222222;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"BMX ZEUS IPRO";"azevem";"2021-11-23";13,5;69;0;537,04874415;5,5;100,5;0,45;5,4;18,6111111111111;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"C 2531 E";"azevem";"2021-11-23";13,5;69;0;299,851000425;5,3;109;0,45;5,4;20,1851851851852;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"C 2570 RR";"azevem";"2021-11-23";13,5;69;0;490,39165605;5,7;127,5;0,45;5,4;23,6111111111111;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"C 2600 IPRO";"azevem";"2021-11-23";13,5;69;0;891,5197956;6;142,75;0,45;5,4;26,4351851851852;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"CZ 15B40 IPRO";"azevem";"2021-11-23";13,5;69;0;490,7648645;5,4;120,333333333333;0,45;5,4;22,2839506172839;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"CZ 15B70 IPRO";"azevem";"2021-11-23";13,5;69;0;405,223499366667;5,7;127,333333333333;0,45;5,4;23,5802469135802;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"CZ 16B17 IPRO";"azevem";"2021-11-23";13,5;69;0;1224,5088335;6,1;130,75;0,45;5,4;24,212962962963;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"DM 5958 IPRO";"azevem";"2021-11-23";13,5;69;0;766,6311906;5,8;127;0,45;5,4;23,5185185185185;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"DM 64I63 IPRO";"azevem";"2021-11-23";13,5;69;0;1216,44423175;6,4;95;0,45;5,4;17,5925925925926;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"EXPERIMENTAL";"azevem";"2021-11-23";13,5;69;0;1956,63402866667;6,5;44,3333333333333;0,45;5,4;8,20987654320988;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"FTR 158 RR";"azevem";"2021-11-23";13,5;69;0;586,091954025;5,8;105;0,45;5,4;19,4444444444444;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"FTR 2660 IPRO";"azevem";"2021-11-23";13,5;69;0;240,500212875;6;NA;0,45;5,4;13,8888888888889;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"FTR 3557 IPRO";"azevem";"2021-11-23";13,5;69;0;557,0647084;5,7;128;0,45;5,4;23,7037037037037;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"FTR 4262 IPRO";"azevem";"2021-11-23";13,5;69;0;658,859088975;6,2;83,25;0,45;5,4;15,4166666666667;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"HO IGUAÃ‡U (64HO133 IPRO)";"azevem";"2021-11-23";13,5;69;0;1134,595572625;6,4;138,75;0,45;5,4;25,6944444444444;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"HO PARAGUACU I2X";"azevem";"2021-11-23";13,5;69;0;1240,49063425;6,4;79;0,45;5,4;14,6296296296296;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"HO TERERE IPRO";"azevem";"2021-11-23";13,5;69;0;863,995849325;6,6;93,25;0,45;5,4;17,2685185185185;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"M 5710 I2X";"azevem";"2021-11-23";13,5;69;0;769,864836075;5,7;97,75;0,45;5,4;18,1018518518519;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"M 5947 IPRO";"azevem";"2021-11-23";13,5;69;0;1073,13750533333;5,9;93;0,45;5,4;17,2222222222222;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"M 6100 XTD";"azevem";"2021-11-23";13,5;69;0;1114,231321675;6,1;109,75;0,45;5,4;20,3240740740741;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"MIX 1";"azevem";"2021-11-23";13,5;69;0;515,109621125;5,6;116,5;0,45;5,4;21,5740740740741;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"MIX 2";"azevem";"2021-11-23";13,5;69;0;842,77618145;6;90,175;0,45;5,4;16,6990740740741;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"MIX 3";"azevem";"2021-11-23";13,5;69;0;920,024478325;6,5;113,25;0,45;5,4;20,9722222222222;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"NEO 660 IPRO";"azevem";"2021-11-23";13,5;69;0;650,659855266667;6,6;67,3333333333333;0,45;5,4;12,4691358024691;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"P 95R40 IPRO";"azevem";"2021-11-23";13,5;69;0;721,14091105;5,4;87;0,45;5,4;16,1111111111111;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"P 95R95 IPRO";"azevem";"2021-11-23";13,5;69;0;550,02501065;5,9;81,725;0,45;5,4;15,1342592592593;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"P 96R10 IPRO";"azevem";"2021-11-23";13,5;69;0;759,0075564;6,1;136;0,45;5,4;25,1851851851852;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"ST 580 I2X";"azevem";"2021-11-23";13,5;69;0;523,4794948;5,8;94,6666666666667;0,45;5,4;17,5308641975309;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"ST 599 IPRO";"azevem";"2021-11-23";13,5;69;0;1126,476160275;5,9;125,5;0,45;5,4;23,2407407407407;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AG117";"ALEGRETE";"A826";117;"BAIXAS";"SEQUEIRO";"ST 622 IPRO";"azevem";"2021-11-23";13,5;69;0;911,406272233333;6,2;119;0,45;5,4;22,037037037037;25,0780070921986;514,8;64,751219858156;23423,6790212766;4,8;27;3,6;88;1,2;15,4;37,2;7,9;-29,657;-55,746194
"2021/2022";"AM138";"ALEGRETE";"A826";138;"BAIXAS";"IRRIGADO";"BMX CROMO TF IPRO";"azevem";"2021-11-09";NA;NA;NA;2225,80814533333;5,6;67,3333333333333;0,45;4,05;16,6255144032922;25,4258865248227;416,4;62,7801843971631;24506,859141844;5,1;25;7,1;140;3;10,5;62,9;1,6;-29,68;-55,99
"2021/2022";"AM138";"ALEGRETE";"A826";138;"BAIXAS";"IRRIGADO";"BMX TORQUE I2X";"azevem";"2021-11-09";NA;NA;NA;2120,73009775;5,7;109,75;0,45;4,05;27,0987654320988;25,4258865248227;416,4;62,7801843971631;24506,859141844;5,1;25;7,1;140;3;10,5;62,9;1,6;-29,68;-55,99
"2021/2022";"AM138";"ALEGRETE";"A826";138;"BAIXAS";"IRRIGADO";"BMX ZEUS IPRO";"azevem";"2021-11-09";NA;NA;NA;1376,381438875;5,5;95,25;0,45;4,05;23,5185185185185;25,4258865248227;416,4;62,7801843971631;24506,859141844;5,1;25;7,1;140;3;10,5;62,9;1,6;-29,68;-55,99
"2021/2022";"AM138";"ALEGRETE";"A826";138;"BAIXAS";"IRRIGADO";"C 2534 E";"azevem";"2021-11-09";NA;NA;NA;935,503405725;5,3;95,5;0,45;4,05;23,5802469135802;25,4258865248227;416,4;62,7801843971631;24506,859141844;5,1;25;7,1;140;3;10,5;62,9;1,6;-29,68;-55,99
"2021/2022";"AM138";"ALEGRETE";"A826";138;"BAIXAS";"IRRIGADO";"C 2570 RR";"azevem";"2021-11-09";NA;NA;NA;1797,45210725;5,7;119,5;0,45;4,05;29,5061728395062;25,4258865248227;416,4;62,7801843971631;24506,859141844;5,1;25;7,1;140;3;10,5;62,9;1,6;-29,68;-55,99
"2021/2022";"AM138";"ALEGRETE";"A826";138;"BAIXAS";"IRRIGADO";"C 2600 IPRO";"azevem";"2021-11-09";NA;NA;NA;2737,40882633333;6;85,6666666666667;0,45;4,05;21,1522633744856;25,4258865248227;416,4;62,7801843971631;24506,859141844;5,1;25;7,1;140;3;10,5;62,9;1,6;-29,68;-55,99
"2021/2022";"AM138";"ALEGRETE";"A826";138;"BAIXAS";"IRRIGADO";"NEO 610 IPRO";"azevem";"2021-11-09";NA;NA;NA;2363,8165175;6,1;105,75;0,45;4,05;26,1111111111111;25,4258865248227;416,4;62,7801843971631;24506,859141844;5,1;25;7,1;140;3;10,5;62,9;1,6;-29,68;-55,99
"2021/2022";"AM138";"ALEGRETE";"A826";138;"BAIXAS";"IRRIGADO";"P 95Y72";"azevem";"2021-11-09";NA;NA;NA;1317,1360155;5;121,5;0,45;4,05;30;25,4258865248227;416,4;62,7801843971631;24506,859141844;5,1;25;7,1;140;3;10,5;62,9;1,6;-29,68;-55,99
"2021/2022";"AM138";"ALEGRETE";"A826";138;"BAIXAS";"IRRIGADO";"P1118-08";"azevem";"2021-11-09";NA;NA;NA;3332,164041;NA;66;0,45;4,05;16,2962962962963;25,4258865248227;416,4;62,7801843971631;24506,859141844;5,1;25;7,1;140;3;10,5;62,9;1,6;-29,68;-55,99
"2021/2022";"AM138";"ALEGRETE";"A826";138;"BAIXAS";"IRRIGADO";"PP 110505";"azevem";"2021-11-09";NA;NA;NA;3053,837567;NA;81,6666666666667;0,45;4,05;20,1646090534979;25,4258865248227;416,4;62,7801843971631;24506,859141844;5,1;25;7,1;140;3;10,5;62,9;1,6;-29,68;-55,99
"2021/2022";"AM138";"ALEGRETE";"A826";138;"BAIXAS";"IRRIGADO";"PP 11808";"azevem";"2021-11-09";NA;NA;NA;3096,6652475;NA;53;0,45;4,05;13,0864197530864;25,4258865248227;416,4;62,7801843971631;24506,859141844;5,1;25;7,1;140;3;10,5;62,9;1,6;-29,68;-55,99
"2021/2022";"AM138";"ALEGRETE";"A826";138;"BAIXAS";"IRRIGADO";"TMG 2757 IPRO";"azevem";"2021-11-09";NA;NA;NA;1652,826735;5,7;85,3333333333333;0,45;4,05;21,0699588477366;25,4258865248227;416,4;62,7801843971631;24506,859141844;5,1;25;7,1;140;3;10,5;62,9;1,6;-29,68;-55,99
"2021/2022";"CA070";"CACHOEIRA DO SUL";"A813";70;"BAIXAS";"SEQUEIRO";"AS 3590 IPRO";"azevem";"2021-11-10";7,5;75;112,5;1806,75;5,9;54;0,45;4,05;13,3333333333333;24,4743404255319;399;68,4039503546099;22453,1659219858;4,9;24;9,6;68;2;9;60,6;4,4;-30,04;-52,9
"2021/2022";"CA070";"CACHOEIRA DO SUL";"A813";70;"BAIXAS";"SEQUEIRO";"BMX COMPACTA IPRO";"azevem";"2021-11-10";7,5;75;112,5;1803,725;6,5;64,25;0,45;4,05;15,8641975308642;24,4743404255319;399;68,4039503546099;22453,1659219858;4,9;24;9,6;68;2;9;60,6;4,4;-30,04;-52,9
"2021/2022";"CA070";"CACHOEIRA DO SUL";"A813";70;"BAIXAS";"SEQUEIRO";"BMX CROMO TF IPRO";"azevem";"2021-11-10";7,5;75;112,5;1291,525;5,6;36,75;0,45;4,05;9,07407407407407;24,4743404255319;399;68,4039503546099;22453,1659219858;4,9;24;9,6;68;2;9;60,6;4,4;-30,04;-52,9
"2021/2022";"CA070";"CACHOEIRA DO SUL";"A813";70;"BAIXAS";"SEQUEIRO";"BMX DELTA IPRO";"azevem";"2021-11-10";7,5;75;112,5;1506,375;5,9;50;0,45;4,05;12,3456790123457;24,4743404255319;399;68,4039503546099;22453,1659219858;4,9;24;9,6;68;2;9;60,6;4,4;-30,04;-52,9
"2021/2022";"CA070";"CACHOEIRA DO SUL";"A813";70;"BAIXAS";"SEQUEIRO";"BMX FIBRA IPRO";"azevem";"2021-11-10";7,5;75;112,5;1999,725;6,4;65,25;0,45;4,05;16,1111111111111;24,4743404255319;399;68,4039503546099;22453,1659219858;4,9;24;9,6;68;2;9;60,6;4,4;-30,04;-52,9
"2021/2022";"CA070";"CACHOEIRA DO SUL";"A813";70;"BAIXAS";"SEQUEIRO";"BMX GARRA IPRO";"azevem";"2021-11-10";7,5;75;112,5;1975,425;6,3;46,75;0,45;4,05;11,5432098765432;24,4743404255319;399;68,4039503546099;22453,1659219858;4,9;24;9,6;68;2;9;60,6;4,4;-30,04;-52,9
"2021/2022";"CA070";"CACHOEIRA DO SUL";"A813";70;"BAIXAS";"SEQUEIRO";"BMX LOTUS IPRO";"azevem";"2021-11-10";7,5;75;112,5;1546,525;6,1;63,75;0,45;4,05;15,7407407407407;24,4743404255319;399;68,4039503546099;22453,1659219858;4,9;24;9,6;68;2;9;60,6;4,4;-30,04;-52,9
"2021/2022";"CA070";"CACHOEIRA DO SUL";"A813";70;"BAIXAS";"SEQUEIRO";"BMX ZEUS IPRO";"azevem";"2021-11-10";7,5;75;112,5;2019,625;5,5;32,5;0,45;4,05;8,02469135802469;24,4743404255319;399;68,4039503546099;22453,1659219858;4,9;24;9,6;68;2;9;60,6;4,4;-30,04;-52,9
"2021/2022";"CA070";"CACHOEIRA DO SUL";"A813";70;"BAIXAS";"SEQUEIRO";"C 2534 E";"azevem";"2021-11-10";7,5;75;112,5;2380,55;5,3;55,5;0,45;4,05;13,7037037037037;24,4743404255319;399;68,4039503546099;22453,1659219858;4,9;24;9,6;68;2;9;60,6;4,4;-30,04;-52,9
"2021/2022";"CA070";"CACHOEIRA DO SUL";"A813";70;"BAIXAS";"SEQUEIRO";"C 2570 RR";"azevem";"2021-11-10";7,5;75;112,5;1949,925;5,7;83,25;0,45;4,05;20,5555555555556;24,4743404255319;399;68,4039503546099;22453,1659219858;4,9;24;9,6;68;2;9;60,6;4,4;-30,04;-52,9
"2021/2022";"CA070";"CACHOEIRA DO SUL";"A813";70;"BAIXAS";"SEQUEIRO";"C 2600 IPRO";"azevem";"2021-11-10";7,5;75;112,5;1667;6;66,75;0,45;4,05;16,4814814814815;24,4743404255319;399;68,4039503546099;22453,1659219858;4,9;24;9,6;68;2;9;60,6;4,4;-30,04;-52,9
"2021/2022";"CA070";"CACHOEIRA DO SUL";"A813";70;"BAIXAS";"SEQUEIRO";"CZ 15B40 IPRO";"azevem";"2021-11-10";7,5;75;112,5;1789,9;5,4;51,5;0,45;4,05;12,7160493827161;24,4743404255319;399;68,4039503546099;22453,1659219858;4,9;24;9,6;68;2;9;60,6;4,4;-30,04;-52,9
"2021/2022";"CA070";"CACHOEIRA DO SUL";"A813";70;"BAIXAS";"SEQUEIRO";"CZ 15B70 IPRO";"azevem";"2021-11-10";7,5;75;112,5;1957,775;5,7;67,5;0,45;4,05;16,6666666666667;24,4743404255319;399;68,4039503546099;22453,1659219858;4,9;24;9,6;68;2;9;60,6;4,4;-30,04;-52,9
"2021/2022";"CA070";"CACHOEIRA DO SUL";"A813";70;"BAIXAS";"SEQUEIRO";"CZ 16B17 IPRO";"azevem";"2021-11-10";7,5;75;112,5;1694,85;6,1;68;0,45;4,05;16,7901234567901;24,4743404255319;399;68,4039503546099;22453,1659219858;4,9;24;9,6;68;2;9;60,6;4,4;-30,04;-52,9
"2021/2022";"CA070";"CACHOEIRA DO SUL";"A813";70;"BAIXAS";"SEQUEIRO";"CZ 26B47 I2X";"azevem";"2021-11-10";7,5;75;112,5;1856,475;6,4;64;0,45;4,05;15,8024691358025;24,4743404255319;399;68,4039503546099;22453,1659219858;4,9;24;9,6;68;2;9;60,6;4,4;-30,04;-52,9
"2021/2022";"CA070";"CACHOEIRA DO SUL";"A813";70;"BAIXAS";"SEQUEIRO";"DM 57I52 IPRO";"azevem";"2021-11-10";7,5;75;112,5;1573,35;5,7;58,25;0,45;4,05;14,3827160493827;24,4743404255319;399;68,4039503546099;22453,1659219858;4,9;24;9,6;68;2;9;60,6;4,4;-30,04;-52,9
"2021/2022";"CA070";"CACHOEIRA DO SUL";"A813";70;"BAIXAS";"SEQUEIRO";"DM 5958 IPRO";"azevem";"2021-11-10";7,5;75;112,5;1778,45;5,8;74,75;0,45;4,05;18,4567901234568;24,4743404255319;399;68,4039503546099;22453,1659219858;4,9;24;9,6;68;2;9;60,6;4,4;-30,04;-52,9
"2021/2022";"CA070";"CACHOEIRA DO SUL";"A813";70;"BAIXAS";"SEQUEIRO";"DM 66I68 IPRO";"azevem";"2021-11-10";7,5;75;112,5;1869,7;6,6;61;0,45;4,05;15,0617283950617;24,4743404255319;399;68,4039503546099;22453,1659219858;4,9;24;9,6;68;2;9;60,6;4,4;-30,04;-52,9
"2021/2022";"CA070";"CACHOEIRA DO SUL";"A813";70;"BAIXAS";"SEQUEIRO";"KWS 6022 IPRO";"azevem";"2021-11-10";7,5;75;112,5;1845,375;6,1;53,5;0,45;4,05;13,2098765432099;24,4743404255319;399;68,4039503546099;22453,1659219858;4,9;24;9,6;68;2;9;60,6;4,4;-30,04;-52,9
"2021/2022";"CA070";"CACHOEIRA DO SUL";"A813";70;"BAIXAS";"SEQUEIRO";"NEO 580 IPRO";"azevem";"2021-11-10";7,5;75;112,5;1457,875;5,8;79;0,45;4,05;19,5061728395062;24,4743404255319;399;68,4039503546099;22453,1659219858;4,9;24;9,6;68;2;9;60,6;4,4;-30,04;-52,9
"2021/2022";"CA070";"CACHOEIRA DO SUL";"A813";70;"BAIXAS";"SEQUEIRO";"NEO 590 I2X";"azevem";"2021-11-10";7,5;75;112,5;1608,375;5,9;49,75;0,45;4,05;12,283950617284;24,4743404255319;399;68,4039503546099;22453,1659219858;4,9;24;9,6;68;2;9;60,6;4,4;-30,04;-52,9
"2021/2022";"CA070";"CACHOEIRA DO SUL";"A813";70;"BAIXAS";"SEQUEIRO";"NEO 610 IPRO";"azevem";"2021-11-10";7,5;75;112,5;1522,95;6,1;55,5;0,45;4,05;13,7037037037037;24,4743404255319;399;68,4039503546099;22453,1659219858;4,9;24;9,6;68;2;9;60,6;4,4;-30,04;-52,9
"2021/2022";"CA070";"CACHOEIRA DO SUL";"A813";70;"BAIXAS";"SEQUEIRO";"NS 6601 IPRO";"azevem";"2021-11-10";7,5;75;112,5;1800,15;6,6;63;0,45;4,05;15,5555555555556;24,4743404255319;399;68,4039503546099;22453,1659219858;4,9;24;9,6;68;2;9;60,6;4,4;-30,04;-52,9
"2021/2022";"CA070";"CACHOEIRA DO SUL";"A813";70;"BAIXAS";"SEQUEIRO";"RK 5519 RR";"azevem";"2021-11-10";7,5;75;112,5;2538,675;5,3;62,75;0,45;4,05;15,4938271604938;24,4743404255319;399;68,4039503546099;22453,1659219858;4,9;24;9,6;68;2;9;60,6;4,4;-30,04;-52,9
"2021/2022";"CA070";"CACHOEIRA DO SUL";"A813";70;"BAIXAS";"SEQUEIRO";"ST 580 I2X";"azevem";"2021-11-10";7,5;75;112,5;1744,75;5,8;67,25;0,45;4,05;16,6049382716049;24,4743404255319;399;68,4039503546099;22453,1659219858;4,9;24;9,6;68;2;9;60,6;4,4;-30,04;-52,9
"2021/2022";"CA070";"CACHOEIRA DO SUL";"A813";70;"BAIXAS";"SEQUEIRO";"ST 599 IPRO";"azevem";"2021-11-10";7,5;75;112,5;1627,125;5,9;54,5;0,45;4,05;13,4567901234568;24,4743404255319;399;68,4039503546099;22453,1659219858;4,9;24;9,6;68;2;9;60,6;4,4;-30,04;-52,9
"2021/2022";"CA070";"CACHOEIRA DO SUL";"A813";70;"BAIXAS";"SEQUEIRO";"ST 622 IPRO";"azevem";"2021-11-10";7,5;75;112,5;1634,075;6,2;59,25;0,45;4,05;14,6296296296296;24,4743404255319;399;68,4039503546099;22453,1659219858;4,9;24;9,6;68;2;9;60,6;4,4;-30,04;-52,9
"2021/2022";"DP153";"DOM PEDRITO";"A881";153;"ALTAS";"SEQUEIRO";"BMX CROMO TF IPRO";"aveia";"2021-10-29";NA;NA;NA;1476,6;5,6;116;0,45;4,05;28,641975308642;24,2998581560284;451,2;65,5898226950355;24552,2630425532;5;34;359,2;68;5,9;35,5;65,3;0,3;-30,97;-54,67
"2021/2022";"DP153";"DOM PEDRITO";"A881";153;"ALTAS";"SEQUEIRO";"BMX FIBRA IPRO";"aveia";"2021-10-29";NA;NA;NA;808,725;6,4;89,75;0,45;4,05;22,1604938271605;24,2998581560284;451,2;65,5898226950355;24552,2630425532;5;34;359,2;68;5,9;35,5;65,3;0,3;-30,97;-54,67
"2021/2022";"DP153";"DOM PEDRITO";"A881";153;"ALTAS";"SEQUEIRO";"BMX TORQUE I2X";"aveia";"2021-10-29";NA;NA;NA;1734,35;5,7;84,75;0,45;4,05;20,9259259259259;24,2998581560284;451,2;65,5898226950355;24552,2630425532;5;34;359,2;68;5,9;35,5;65,3;0,3;-30,97;-54,67
"2021/2022";"DP153";"DOM PEDRITO";"A881";153;"ALTAS";"SEQUEIRO";"BMX ZEUS IPRO";"aveia";"2021-10-29";NA;NA;NA;1662,85;5,5;42,75;0,45;4,05;10,5555555555556;24,2998581560284;451,2;65,5898226950355;24552,2630425532;5;34;359,2;68;5,9;35,5;65,3;0,3;-30,97;-54,67
